Domain,Phylum,Class,Order,Family,Genus,Species,No. genomes
Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZP01,QMZT01,QMZT01,QMZT01 sp003663325,2
Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZS01,QMZS01,JAFGCN01,JAFGCN01 sp016932615,1
Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZS01,QMZS01,JAGXOL01,JAGXOL01 sp023659895,2
Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZS01,QMZS01,QMZS01,QMZS01 sp003663295,1
Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZS01,QMZS01,QMZS01,QMZS01 sp003663355,1
Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZS01,QMZS01,QMZS01,QMZS01 sp021163805,1
Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZS01,QMZS01,QMZS01,QMZS01 sp023134135,2
Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZS01,QMZS01,QMZS01,QMZS01 sp023659935,1
Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZS01,QMZS01,QMZS01,QMZS01 sp023659975,2
Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZS01,QMZS01,QMZS01,QMZS01 sp030600555,1
Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZS01,QMZS01,QMZS01,QMZS01 sp030614705,1
Archaea,Aenigmatarchaeota,Aenigmatarchaeia,QMZS01,QMZS01,QMZS01,QMZS01 sp030620695,1
Archaea,Altiarchaeota,Altiarchaeia,Altiarchaeales,Altiarchaeaceae,Altiarchaeum,Altiarchaeum hamiconexum,9
Archaea,Altiarchaeota,Altiarchaeia,Altiarchaeales,Altiarchaeaceae,Altiarchaeum,Altiarchaeum sp002083985,2
Archaea,Altiarchaeota,Altiarchaeia,Altiarchaeales,Altiarchaeaceae,Altiarchaeum,Altiarchaeum sp002841105,3
Archaea,Altiarchaeota,Altiarchaeia,Altiarchaeales,Altiarchaeaceae,Altiarchaeum,Altiarchaeum sp018260755,5
Archaea,Altiarchaeota,Altiarchaeia,IMC4,DAOVSA01,DAOVSA01,DAOVSA01 sp030633635,1
Archaea,Altiarchaeota,Altiarchaeia,IMC4,IMC4,IMC4,IMC4 sp001742785,2
Archaea,Altiarchaeota,Altiarchaeia,IMC4,QMZM01,CAIYYO01,CAIYYO01 sp023252215,1
Archaea,Altiarchaeota,Altiarchaeia,IMC4,QMZM01,CAIYYO01,CAIYYO01 sp903930485,1
Archaea,Altiarchaeota,Altiarchaeia,IMC4,QMZM01,EX4484-2,EX4484-2 sp002254405,1
Archaea,Altiarchaeota,Altiarchaeia,IMC4,QMZM01,EX4484-2,EX4484-2 sp002254565,1
Archaea,Altiarchaeota,Altiarchaeia,IMC4,QMZM01,EX4484-2,EX4484-2 sp029933895,1
Archaea,Altiarchaeota,Altiarchaeia,IMC4,QMZM01,EX4484-2,EX4484-2 sp034659295,1
Archaea,Altiarchaeota,Altiarchaeia,IMC4,QMZM01,JAFGDV01,JAFGDV01 sp016931955,1
Archaea,Altiarchaeota,Altiarchaeia,IMC4,QMZM01,JAKFXM01,JAKFXM01 sp021731385,1
Archaea,Altiarchaeota,Altiarchaeia,IMC4,QMZM01,JAUWTD01,JAUWTD01 sp030609775,1
Archaea,Altiarchaeota,Altiarchaeia,IMC4,QMZM01,JAWAEV01,JAWAEV01 sp038891095,2
Archaea,Altiarchaeota,Altiarchaeia,IMC4,QMZM01,QMZG01,QMZG01 sp003663045,2
Archaea,Altiarchaeota,Altiarchaeia,IMC4,QMZM01,QMZG01,QMZG01 sp034716875,1
Archaea,Altiarchaeota,Altiarchaeia,IMC4,QMZM01,QMZJ01,QMZJ01 sp003663115,2
Archaea,Altiarchaeota,Altiarchaeia,IMC4,QMZM01,QMZJ01,QMZJ01 sp030633595,1
Archaea,Altiarchaeota,Altiarchaeia,IMC4,QMZM01,QMZM01,QMZM01 sp003663175,3
Archaea,Altiarchaeota,Altiarchaeia,IMC4,QMZM01,WALD01,WALD01 sp015523055,2
Archaea,Altiarchaeota,Altiarchaeia,IMC4,QMZM01,WALD01,WALD01 sp018897475,5
Archaea,Altiarchaeota,Altiarchaeia,IMC4,SCGC-AAA252-I15,CABMCB01,CABMCB01 sp902384455,1
Archaea,Altiarchaeota,Altiarchaeia,IMC4,SCGC-AAA252-I15,DSAL01,DSAL01 sp011380095,1
Archaea,Altiarchaeota,Altiarchaeia,IMC4,SCGC-AAA252-I15,JAHIYG01,JAHIYG01 sp018815265,1
Archaea,Altiarchaeota,Altiarchaeia,IMC4,SCGC-AAA252-I15,JAHIYG01,JAHIYG01 sp041306075,1
Archaea,Altiarchaeota,Altiarchaeia,IMC4,SCGC-AAA252-I15,JAPKXP01,JAPKXP01 sp026394745,1
Archaea,Altiarchaeota,Altiarchaeia,IMC4,SCGC-AAA252-I15,SCGC-AAA252-I15,SCGC-AAA252-I15 sp000402775,1
Archaea,Altiarchaeota,Altiarchaeia,IMC4,SCGC-AAA252-I15,VGJA01,VGJA01 sp016867655,1
Archaea,Altiarchaeota,Altiarchaeia,IMC4,SCGC-AAA252-I15,VGJA01,VGJA01 sp028712125,1
Archaea,Altiarchaeota,Altiarchaeia,IMC4,SCGC-AAA252-I15,WJJK01,WJJK01 sp014729705,1
Archaea,Altiarchaeota,Altiarchaeia,IMC4,SCGC-AAA252-I15,WJMO01,WJMO01 sp014727915,2
Archaea,Altiarchaeota,Altiarchaeia,IMC4,WOR-SM1-SCG,WOR-SM1-SCG,WOR-SM1-SCG sp001723845,1
Archaea,Altiarchaeota,Altiarchaeia,JAFGQM01,JAFGQM01,JAOZPI01,JAOZPI01 sp029932835,1
Archaea,Altiarchaeota,Altiarchaeia,JAFGQM01,JAFGQM01,JBFYKJ01,JBFYKJ01 sp041306005,1
Archaea,Asgardarchaeota,Asgardarchaeia,Asgardarchaeales,Asgardarchaeaceae,Asgardarchaeum,Asgardarchaeum abyssi,1
Archaea,Asgardarchaeota,Atabeyarchaeia,Atabeyarchaeales,Atabeyarchaeaceae,Atabeyarchaeum,Atabeyarchaeum deiterrae,1
Archaea,Asgardarchaeota,Atabeyarchaeia,Atabeyarchaeales,Atabeyarchaeaceae,JAHPYV01,JAHPYV01 sp019058495,2
Archaea,Asgardarchaeota,Atabeyarchaeia,Atabeyarchaeales,Atabeyarchaeaceae,JAHPYV01,JAHPYV01 sp037308085,1
Archaea,Asgardarchaeota,Baldrarchaeia,Baldrarchaeales,Baldrarchaeaceae,Baldrarchaeum,Baldrarchaeum yapensis,4
Archaea,Asgardarchaeota,Baldrarchaeia,Baldrarchaeales,DXJG01,DXJG01,DXJG01 sp016840485,1
Archaea,Asgardarchaeota,Baldrarchaeia,Baldrarchaeales,DXJG01,DXJG01,DXJG01 sp019056805,1
Archaea,Asgardarchaeota,Baldrarchaeia,Baldrarchaeales,DXJG01,DXJG01,DXJG01 sp021158895,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,DAOWED01,DAOWED01,DAOWED01 sp030638685,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,18H4-34,18H4-34 sp019057815,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,18H4-34,18H4-34 sp023705985,3
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,Heimdallarchaeum,Heimdallarchaeum aukensis,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,Heimdallarchaeum,Heimdallarchaeum endolithica,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,UBA460,UBA460 sp001940755,2
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,UBA460,UBA460 sp002505645,3
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,UBA460,UBA460 sp013166775,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,UBA460,UBA460 sp016839945,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,UBA460,UBA460 sp016839985,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,UBA460,UBA460 sp016840095,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,UBA460,UBA460 sp018238545,5
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,UBA460,UBA460 sp019894795,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,UBA460,UBA460 sp021399345,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,UBA460,UBA460 sp021399395,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,UBA460,UBA460 sp023132955,4
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,UBA460,UBA460 sp023136245,3
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,UBA460,UBA460 sp023139025,3
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,UBA460,UBA460 sp023270155,3
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,UBA460,UBA460 sp023705905,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,UBA460,UBA460 sp023705945,2
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,UBA460,UBA460 sp030603365,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,UBA460,UBA460 sp030607575,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,UBA460,UBA460 sp030608385,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,UBA460,UBA460 sp030611665,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,UBA460,UBA460 sp030631995,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Heimdallarchaeaceae,UBA460,UBA460 sp030668875,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,JAJRWK01,JAJRWK01,JAJRWK01 sp024276795,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,JAJRWK01,JAJRWK01,JAJRWK01 sp027001645,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,JAJRWK01,JAJRWK01,JAJRWK01 sp027061945,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Kariarchaeaceae,JAJRQD01,JAJRQD01 sp024280435,2
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Kariarchaeaceae,JAJRQD01,JAJRQD01 sp030668165,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Kariarchaeaceae,JAOUKW01,JAOUKW01 sp029882335,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Kariarchaeaceae,Kariarchaeum,Kariarchaeum pelagium,10
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Kariarchaeaceae,Kariarchaeum,Kariarchaeum sp016839545,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Kariarchaeaceae,LC-2,LC-2 sp022574115,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Kariarchaeaceae,S139-21,S139-21 sp027077875,2
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Kariarchaeaceae,WAKA01,WAKA01 sp015523565,2
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Kariarchaeaceae,WAKA01,WAKA01 sp027016475,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Heimdallarchaeales,Kariarchaeaceae,WAKA01,WAKA01 sp030149205,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum mangrovi,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp003144275,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp011364965,2
Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp016839625,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp016839785,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp016839815,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp016840035,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp019057635,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp020348965,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp020351745,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp020353515,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp029856365,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,Hodarchaeaceae,Hodarchaeum,Hodarchaeum sp030589605,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,S146-22,JAJRXH01,JAJRXH01 sp024276395,1
Archaea,Asgardarchaeota,Heimdallarchaeia,Hodarchaeales,S146-22,S146-22,S146-22 sp015520535,2
Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,JABLTI01 sp013166835,1
Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,JABLTI01 sp018238155,1
Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,JABLTI01 sp019056785,3
Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,JABLTI01 sp019058165,1
Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,JABLTI01 sp019058275,2
Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,JABLTI01 sp030602675,1
Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,JABLTI01 sp030614005,1
Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,JABLTI01 sp030629105,1
Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,JABLTI01 sp030667035,1
Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,JABLTI01 sp030671945,1
Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,JABLTI01 sp035528035,1
Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JAYEJY01,JAYEJY01 sp034660795,1
Archaea,Asgardarchaeota,Hermodarchaeia,Hermodarchaeales,Hermodarchaeaceae,Hermodarchaeum,Hermodarchaeum sp016550395,1
Archaea,Asgardarchaeota,Hermodarchaeia,Hermodarchaeales,Hermodarchaeaceae,Hermodarchaeum,Hermodarchaeum sp016839365,1
Archaea,Asgardarchaeota,Hermodarchaeia,Hermodarchaeales,Hermodarchaeaceae,Hermodarchaeum,Hermodarchaeum sp016839805,1
Archaea,Asgardarchaeota,Hermodarchaeia,Hermodarchaeales,Hermodarchaeaceae,Hermodarchaeum,Hermodarchaeum sp016839995,1
Archaea,Asgardarchaeota,Hermodarchaeia,Hermodarchaeales,Hermodarchaeaceae,Hermodarchaeum,Hermodarchaeum yapensis,3
Archaea,Asgardarchaeota,Hermodarchaeia,Hermodarchaeales,Hermodarchaeaceae,YT-063,YT-063 sp016550485,1
Archaea,Asgardarchaeota,Hermodarchaeia,Hermodarchaeales,Hermodarchaeaceae,YT-063,YT-063 sp016840065,1
Archaea,Asgardarchaeota,Hermodarchaeia,Hermodarchaeales,Hermodarchaeaceae,YT-063,YT-063 sp016840135,1
Archaea,Asgardarchaeota,Jordiarchaeia,Jordiarchaeales,Freyrarchaeaceae,DTBI01,DTBI01 sp018383835,1
Archaea,Asgardarchaeota,Jordiarchaeia,Jordiarchaeales,Freyrarchaeaceae,DTBI01,DTBI01 sp019057675,1
Archaea,Asgardarchaeota,Jordiarchaeia,Jordiarchaeales,Freyrarchaeaceae,DTBI01,DTBI01 sp019057715,18
Archaea,Asgardarchaeota,Jordiarchaeia,Jordiarchaeales,Freyrarchaeaceae,DTBI01,DTBI01 sp038889235,9
Archaea,Asgardarchaeota,Jordiarchaeia,Jordiarchaeales,Freyrarchaeaceae,Freyrarchaeum,Freyrarchaeum sp029258835,2
Archaea,Asgardarchaeota,Jordiarchaeia,Jordiarchaeales,Jordiarchaeaceae,Jordiarchaeum,Jordiarchaeum deiterrae,1
Archaea,Asgardarchaeota,Jordiarchaeia,Jordiarchaeales,Jordiarchaeaceae,Jordiarchaeum,Jordiarchaeum madagascariense,1
Archaea,Asgardarchaeota,Jordiarchaeia,Jordiarchaeales,Jordiarchaeaceae,Jordiarchaeum,Jordiarchaeum sp018383815,3
Archaea,Asgardarchaeota,Jordiarchaeia,Jordiarchaeales,Jordiarchaeaceae,Jordiarchaeum,Jordiarchaeum sp029856435,1
Archaea,Asgardarchaeota,Jordiarchaeia,Jordiarchaeales,Jordiarchaeaceae,Jordiarchaeum,Jordiarchaeum sp030587365,5
Archaea,Asgardarchaeota,Lokiarchaeia,Helarchaeales,HEL-GB-A,DATKTP01,DATKTP01 sp035531115,1
Archaea,Asgardarchaeota,Lokiarchaeia,Helarchaeales,HEL-GB-A,HEL-GB-A,HEL-GB-A sp005191415,2
Archaea,Asgardarchaeota,Lokiarchaeia,Helarchaeales,HEL-GB-B,HEL-GB-B,HEL-GB-B sp005191425,1
Archaea,Asgardarchaeota,Lokiarchaeia,Helarchaeales,JABXJV01,JABXJV01,JABXJV01 sp019058315,1
Archaea,Asgardarchaeota,Lokiarchaeia,Helarchaeales,RDOG01,JALGVI01,JALGVI01 sp029838215,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,CR-4,CR-4,CR-4 sp001940655,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,MK-D1,AMARA-1,AMARA-1 sp004524545,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,MK-D1,AMARA-1,AMARA-1 sp016933055,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,MK-D1,Harpocratesius,Harpocratesius repetitus,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,MK-D1,Harpocratesius,Harpocratesius sp018238965,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,MK-D1,Lokiarchaeum,Lokiarchaeum ossiferum,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,MK-D1,Prometheoarchaeum,Prometheoarchaeum sp030611625,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,MK-D1,Prometheoarchaeum,Prometheoarchaeum sp030612265,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,MK-D1,Prometheoarchaeum,Prometheoarchaeum sp030613185,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,MK-D1,Prometheoarchaeum,Prometheoarchaeum syntrophicum,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,MK-D1,WJKO01,WJKO01 sp014729055,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,6H3-1,6H3-1 sp019058015,3
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,6H3-1,6H3-1 sp019058135,2
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,6H3-1,6H3-1 sp029856045,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,6H3-1,6H3-1 sp029856375,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,6H3-1,6H3-1 sp030606485,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,FT1-020,FT1-020 sp016840695,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,FT1-020,FT1-020 sp016930515,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,FT1-020,FT1-020 sp019057355,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,JAFGOA01,JAFGOA01 sp016926735,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,JAFGOA01,JAFGOA01 sp019894715,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,JALGVJ01,JALGVJ01 sp029838195,3
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,JARRLT01,JARRLT01 sp037386725,2
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,JAUWRB01,JAUWRB01 sp030610785,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,LW40-45,LW40-45 sp019058445,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,LW40-45,LW40-45 sp029856295,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,Loki-b32,Loki-b32 sp005223125,4
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,Loki-b32,Loki-b32 sp013375485,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,Loki-b32,Loki-b32 sp016839585,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,Loki-b32,Loki-b32 sp016839705,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,Loki-b32,Loki-b32 sp016839915,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,Loki-b32,Loki-b32 sp016840085,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,Loki-b32,Loki-b32 sp019057865,8
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,Loki-b32,Loki-b32 sp019058245,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,Loki-b32,Loki-b32 sp019058365,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,Loki-b32,Loki-b32 sp019058425,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,Loki-b32,Loki-b32 sp019894975,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,Loki-b32,Loki-b32 sp020343655,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,Loki-b32,Loki-b32 sp020344955,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,Loki-b32,Loki-b32 sp029856085,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,Loki-b32,Loki-b32 sp029856145,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,Loki-b32,Loki-b32 sp029856155,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,Loki-b32,Loki-b32 sp029856445,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,Loki-b32,Loki-b32 sp030603385,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,Loki-b32,Loki-b32 sp030605895,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,Loki-b32,Loki-b32 sp036478875,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SDNM01,SDNM01 sp004524385,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SDNM01,SDNM01 sp004524535,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SDNM01,SDNM01 sp019058295,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SOKP01,SOKP01 sp004375715,2
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SOKP01,SOKP01 sp004524725,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SOKP01,SOKP01 sp005222975,3
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SOKP01,SOKP01 sp011364925,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SOKP01,SOKP01 sp011364975,2
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SOKP01,SOKP01 sp013375475,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SOKP01,SOKP01 sp016839745,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SOKP01,SOKP01 sp016839765,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SOKP01,SOKP01 sp016840165,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SOKP01,SOKP01 sp016840545,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SOKP01,SOKP01 sp018238625,6
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SOKP01,SOKP01 sp019057795,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SOKP01,SOKP01 sp019894815,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SOKP01,SOKP01 sp019894855,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SOKP01,SOKP01 sp019894885,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SOKP01,SOKP01 sp019894955,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SOKP01,SOKP01 sp029856105,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SOKP01,SOKP01 sp029856125,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SOKP01,SOKP01 sp029856235,1
Archaea,Asgardarchaeota,Lokiarchaeia,Sigynarchaeales,SOKP01,SOKP01,SOKP01 sp030599585,1
