Accession	Description	Classification	Genome Length (bp)	Jumbophage	molGC (%)	Molecule	Modification Date	Number CDS	Positive Strand (%)	Negative Strand (%)	Coding Capacity (%)	Low Coding Capacity Warning	tRNAs	Host	Lowest Taxa	Genus	Sub-family	Family	Order	Class	Phylum	Kingdom	Realm	Baltimore Group	Genbank Division	Isolation Host (beware inconsistent and nonsense values)
GU943054	uncultured phage MedDCM-OCT-S04-C24	uncultured phage MedDCM-OCT-S04-C24 Pekhitvirus S04C24 Pekhitvirus Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	20430	FALSE	46.848	DNA	02-MAY-2010	31	100	0	91.4096916299559	NA	0	Unspecified	Pekhitvirus	Pekhitvirus	Unclassified	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	ENV	Unspecified
AF334111	Acinetobacter phage AP205	Acinetobacter phage AP205 Apeevirus quebecense Apeevirus Duinviridae Norzivirales Leviviricetes Lenarviricota Orthornavirae Riboviria Viruses	4268	FALSE	43.861	ss-RNA	30-JAN-2003	3	100	0	92.7132146204311	NA	0	Acinetobacter	Apeevirus	Apeevirus	Unclassified	Duinviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	Group IV	PHG	Acinetobacter
AF059242	Escherichia phage Qbeta	Escherichia phage Qbeta Qubevirus durum Qubevirus Fiersviridae Norzivirales Leviviricetes Lenarviricota Orthornavirae Riboviria Viruses	4215	FALSE	48.541	RNA	25-APR-1998	5	100	0	92.2419928825623	NA	0	Escherichia	Qubevirus	Qubevirus	Unclassified	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	Group IV	PHG	Unspecified
DQ836063	Pseudomonas phage PRR1	Pseudomonas phage PRR1 Perrunavirus olsenii Perrunavirus Fiersviridae Norzivirales Leviviricetes Lenarviricota Orthornavirae Riboviria Viruses	3573	FALSE	49.202	RNA	30-AUG-2006	3	100	0	91.6876574307305	NA	0	Pseudomonas	Perrunavirus	Perrunavirus	Unclassified	Fiersviridae	Norzivirales	Leviviricetes	Lenarviricota	Orthornavirae	Riboviria	Group IV	PHG	Unspecified
PP479942	Faecalibacterium phage Lelie	Faecalibacterium phage Lelie Viruses	53400	FALSE	53.940	DNA	26-NOV-2024	80	83.75	16.25	89.747191011236	NA	0	Faecalibacterium	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Faecalibacterium sp. L2-61
PP479941	Faecalibacterium phage Aster	Faecalibacterium phage Aster Viruses	35473	FALSE	58.811	DNA	26-NOV-2024	51	88.2352941176471	11.7647058823529	92.8509006850281	NA	0	Faecalibacterium	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Faecalibacterium sp. HTF-238
PP479940	Faecalibacterium phage Pioen	Faecalibacterium phage Pioen Viruses	51920	FALSE	55.670	DNA	26-NOV-2024	81	87.6543209876543	12.3456790123457	94.2526964560863	NA	0	Faecalibacterium	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Faecalibacterium sp. HTF-238
PP479939	Faecalibacterium phage Roos	Faecalibacterium phage Roos Viruses	54314	FALSE	53.828	DNA	26-NOV-2024	82	86.5853658536585	13.4146341463415	93.0367860956659	NA	1	Faecalibacterium	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Faecalibacterium sp. FM8
PQ571161	Pseudomonas phage Haddon	Pseudomonas phage Haddon Viruses	39297	FALSE	63.939	DNA	25-NOV-2024	46	32.6086956521739	67.3913043478261	91.5260706924193	NA	0	Pseudomonas	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Unspecified
PQ571160	Pseudomonas phage Cline	Pseudomonas phage Cline Viruses	37265	FALSE	64.433	DNA	25-NOV-2024	56	96.4285714285714	3.57142857142857	95.969408291963	NA	0	Pseudomonas	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Unspecified
PQ571159	Pseudomonas phage Forsyth	Pseudomonas phage Forsyth Viruses	37863	FALSE	64.020	DNA	25-NOV-2024	56	94.6428571428571	5.35714285714286	95.0003961651216	NA	0	Pseudomonas	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Unspecified
PQ479935	Salmonella phage PJNS002	Salmonella phage PJNS002 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5486	FALSE	46.063	DNA	25-NOV-2024	6	100	0	94.8231862923806	NA	0	Salmonella	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Salmonella sp.
PQ479934	Salmonella phage PJNS001	Salmonella phage PJNS001 Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses	5386	FALSE	44.987	DNA	25-NOV-2024	7	100	0	96.1381359079094	NA	0	Salmonella	Microviridae	Unclassified	Unclassified	Microviridae	Petitvirales	Malgrandaviricetes	Phixviricota	Sangervirae	Monodnaviria	Group II	PHG	Salmonella sp.
PQ390404	Bacteriophage ST1749	Bacteriophage ST1749 Kayfunavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	38996	FALSE	49.833	DNA	23-NOV-2024	45	100	0	90.9324033234178	NA	0	Unspecified	Kayfunavirus	Kayfunavirus	Studiervirinae	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
PP501792	Pseudomonas phage vB_Pae9718-KEN10	Pseudomonas phage vB_Pae9718-KEN10 Phikmvvirus Krylovirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	43118	FALSE	62.206	DNA	21-NOV-2024	55	96.3636363636364	3.63636363636364	92.8846421448119	NA	0	Pseudomonas	Phikmvvirus	Phikmvvirus	Krylovirinae	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Pseudomonas aeruginosa MRSN 9718
PP501791	Pseudomonas phage vB_Pae10145-KEN1	Pseudomonas phage vB_Pae10145-KEN1 Phikmvvirus Krylovirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	43406	FALSE	62.312	DNA	21-NOV-2024	55	96.3636363636364	3.63636363636364	92.8696493572317	NA	0	Pseudomonas	Phikmvvirus	Phikmvvirus	Krylovirinae	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Pseudomonas aeruginosa ATCC 10145
PQ336914	Salmonella phage CHRF_30116.2	Salmonella phage CHRF_30116.2 Kayfunavirus CR44b Kayfunavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	39834	FALSE	51.054	DNA	20-NOV-2024	50	100	0	90.6863483456344	NA	1	Salmonella	Kayfunavirus	Kayfunavirus	Studiervirinae	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Salmonella enterica subsp. enterica serovar Typhi strain BRD948
PQ336913	Salmonella phage CHRF_30116.1	Salmonella phage CHRF_30116.1 Kayfunavirus CR44b Kayfunavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	39834	FALSE	51.054	DNA	20-NOV-2024	50	100	0	89.5943164131144	NA	1	Salmonella	Kayfunavirus	Kayfunavirus	Studiervirinae	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Salmonella enterica subsp. enterica serovar Typhi strain BRD948
PQ336912	Salmonella phage CHRF_30111	Salmonella phage CHRF_30111 Kayfunavirus PE31 Kayfunavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	40094	FALSE	50.990	DNA	20-NOV-2024	48	0	100	89.8962438270065	NA	1	Salmonella	Kayfunavirus	Kayfunavirus	Studiervirinae	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Salmonella enterica subsp. enterica serovar Typhi strain BRD948
PQ336911	Salmonella phage CHRF_30030	Salmonella phage CHRF_30030 Kayfunavirus SFPH2 Kayfunavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	39889	FALSE	51.072	DNA	20-NOV-2024	49	0	100	87.86131514954	NA	1	Salmonella	Kayfunavirus	Kayfunavirus	Studiervirinae	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Salmonella enterica subsp. enterica serovar Typhi strain BRD948
PQ336910	Salmonella phage CHRF_30001	Salmonella phage CHRF_30001 Kayfunavirus SFPH2 Kayfunavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	40368	FALSE	51.142	DNA	20-NOV-2024	52	100	0	86.8336305984939	NA	1	Salmonella	Kayfunavirus	Kayfunavirus	Studiervirinae	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Salmonella enterica subsp. enterica serovar Typhi strain BRD948
PQ336909	Salmonella phage CHRF_20120	Salmonella phage CHRF_20120 Kayfunavirus SH4 Kayfunavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	38099	FALSE	50.920	DNA	20-NOV-2024	50	0	100	89.8685004855771	NA	0	Salmonella	Kayfunavirus	Kayfunavirus	Studiervirinae	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Salmonella enterica subsp. enterica serovar Typhi strain BRD948
PQ336908	Salmonella phage CHRF_20041	Salmonella phage CHRF_20041 Kayfunavirus SH4 Kayfunavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	39181	FALSE	51.168	DNA	20-NOV-2024	49	0	100	90.7021260304739	NA	0	Salmonella	Kayfunavirus	Kayfunavirus	Studiervirinae	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Salmonella enterica subsp. enterica serovar Typhi strain BRD948
PQ336907	Salmonella phage CHRF_10037	Salmonella phage CHRF_10037 Kayfunavirus SH4 Kayfunavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	39928	FALSE	51.102	DNA	20-NOV-2024	50	100	0	85.3235824484071	NA	0	Salmonella	Kayfunavirus	Kayfunavirus	Studiervirinae	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Salmonella enterica subsp. enterica serovar Typhi strain BRD948
PQ336906	Salmonella phage CHRF_10034	Salmonella phage CHRF_10034 Macdonaldcampvirus SB28 Macdonaldcampvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	44975	FALSE	46.337	DNA	20-NOV-2024	68	66.1764705882353	33.8235294117647	90.863813229572	NA	0	Salmonella	Macdonaldcampvirus	Macdonaldcampvirus	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Salmonella enterica subsp. enterica serovar Typhi strain BRD948
PQ336905	Salmonella phage CHRF_10027	Salmonella phage CHRF_10027 Teseptimavirus Vi06 Teseptimavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	38546	FALSE	48.814	DNA	20-NOV-2024	45	0	100	90.3362216572407	NA	0	Salmonella	Teseptimavirus	Teseptimavirus	Studiervirinae	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Salmonella enterica subsp. enterica serovar Typhi strain BRD948
PQ336904	Salmonella phage CHRF_10025	Salmonella phage CHRF_10025 Teseptimavirus Vi06 Teseptimavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	38164	FALSE	48.947	DNA	20-NOV-2024	44	100	0	90.1399224399958	NA	0	Salmonella	Teseptimavirus	Teseptimavirus	Studiervirinae	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Salmonella enterica subsp. enterica serovar Typhi strain BRD948
PQ336903	Salmonella phage CHRF_10023.2	Salmonella phage CHRF_10023.2 Kayfunavirus LM33P1 Kayfunavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	37939	FALSE	51.064	DNA	20-NOV-2024	44	100	0	89.6939824455046	NA	0	Salmonella	Kayfunavirus	Kayfunavirus	Studiervirinae	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Salmonella enterica subsp. enterica serovar Typhi strain BRD948
PQ336902	Salmonella phage CHRF_10023.1	Salmonella phage CHRF_10023.1 Macdonaldcampvirus SB28 Macdonaldcampvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	45880	FALSE	46.170	DNA	20-NOV-2024	69	34.7826086956522	65.2173913043478	90.4773321708806	NA	0	Salmonella	Macdonaldcampvirus	Macdonaldcampvirus	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Salmonella enterica subsp. enterica serovar Typhi strain BRD948
PQ336901	Salmonella phage CHRF_10022	Salmonella phage CHRF_10022 Kayfunavirus SH4 Kayfunavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	39761	FALSE	50.859	DNA	20-NOV-2024	53	0	100	90.8805110535449	NA	0	Salmonella	Kayfunavirus	Kayfunavirus	Studiervirinae	Autographiviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Salmonella enterica subsp. enterica serovar Typhi strain BRD948
OR670333	Shigella phage fPSFA	Shigella phage fPSFA Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	23285	FALSE	39.334	DNA	20-NOV-2024	48	2.08333333333333	97.9166666666667	85.6731801589006	NA	2	Shigella	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Shigella flexneri 164
OR670332	Shigella phage fPSFA	Shigella phage fPSFA Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	23788	FALSE	50.164	DNA	20-NOV-2024	30	23.3333333333333	76.6666666666667	94.5098368925509	NA	0	Shigella	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Shigella flexneri 164
MT663720	Pseudomonas phage DDSR119	Pseudomonas phage DDSR119 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	52905	FALSE	60.391	DNA	20-NOV-2024	74	87.8378378378378	12.1621621621622	91.6832057461488	NA	2	Pseudomonas	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
PP921744	Stenotrophomonas phage vB_SmaS_QH16	Stenotrophomonas phage vB_SmaS_QH16 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	43500	FALSE	67.492	DNA	18-NOV-2024	64	71.875	28.125	95.9310344827586	NA	0	Stenotrophomonas	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Stenotrophomonas maltophilia 981
AB823818	Geobacillus phage phiOH2	Geobacillus phage phiOH2 Viruses	38099	FALSE	44.689	DNA	15-NOV-2024	61	9.83606557377049	90.1639344262295	93.0733090107352	NA	0	Geobacillus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Unspecified
OR711204	Salmonella phage fBSPA4	Salmonella phage fBSPA4 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	87179	FALSE	38.905	DNA	15-NOV-2024	123	75.609756097561	24.390243902439	88.8310258204384	NA	25	Salmonella	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
OP834087	Anabaena phage YongM2	Anabaena phage YongM2 Viruses	66888	FALSE	36.168	DNA	15-NOV-2024	99	79.7979797979798	20.2020202020202	88.0068173663437	NA	0	Anabaena	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Unspecified
PQ432288	Acinetobacter phage phi5038-11551	Acinetobacter phage phi5038-11551 Vieuvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	38492	FALSE	38.917	DNA	14-NOV-2024	64	21.875	78.125	89.8472409851398	NA	0	Acinetobacter	Vieuvirus	Vieuvirus	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Acinetobacter baumannii
PQ432287	Acinetobacter phage phi11547	Acinetobacter phage phi11547 Vieuvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	25802	FALSE	39.094	DNA	14-NOV-2024	40	32.5	67.5	87.2955584838385	NA	0	Acinetobacter	Vieuvirus	Vieuvirus	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Acinetobacter baumannii
PQ432286	Acinetobacter phage phi5038-11536	Acinetobacter phage phi5038-11536 Vieuvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	48056	FALSE	38.950	DNA	14-NOV-2024	72	81.9444444444444	18.0555555555556	89.3520059930081	NA	0	Acinetobacter	Vieuvirus	Vieuvirus	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Acinetobacter baumannii
PQ432285	Acinetobacter phage phi5013-M2	Acinetobacter phage phi5013-M2 Vieuvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	49159	FALSE	38.888	DNA	14-NOV-2024	73	75.3424657534247	24.6575342465753	90.898919831567	NA	0	Acinetobacter	Vieuvirus	Vieuvirus	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Acinetobacter baumannii
PQ432284	Acinetobacter phage phi5013-M1	Acinetobacter phage phi5013-M1 Vieuvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	42180	FALSE	39.251	DNA	14-NOV-2024	63	68.2539682539683	31.7460317460317	91.0810810810811	NA	0	Acinetobacter	Vieuvirus	Vieuvirus	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Acinetobacter baumannii
PQ432283	Acinetobacter phage phi4197	Acinetobacter phage phi4197 Vieuvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	39359	FALSE	38.825	DNA	14-NOV-2024	67	74.6268656716418	25.3731343283582	91.9688000203257	NA	0	Acinetobacter	Vieuvirus	Vieuvirus	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Acinetobacter baumannii
PQ435408	Escherichia phage vB_EcoP_CU10EC	Escherichia phage vB_EcoP_CU10EC Viruses	73004	FALSE	42.543	DNA	14-NOV-2024	87	21.8390804597701	78.1609195402299	90.0909539203331	NA	1	Escherichia	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	PHG	Unspecified
PQ438181	Acinetobacter phage Mystique	Acinetobacter phage Mystique Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	77401	FALSE	40.254	DNA	14-NOV-2024	108	74.0740740740741	25.9259259259259	89.240449089805	NA	1	Acinetobacter	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Acinetobacter baumannii AB5075
PQ462666	Salmonella phage HMD-P4	Salmonella phage HMD-P4 Tequintavirus Markadamsvirinae Demerecviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	109440	FALSE	39.026	DNA	14-NOV-2024	157	30.5732484076433	69.4267515923567	86.7306286549708	NA	19	Salmonella	Tequintavirus	Tequintavirus	Markadamsvirinae	Demerecviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Salmonella sp. and Escherichia coli
PQ480913	Klebsiella phage KlebP_265	Klebsiella phage KlebP_265 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	46962	FALSE	48.071	DNA	14-NOV-2024	80	36.25	63.75	93.0156296580214	NA	3	Klebsiella	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Klebsiella pneumoniae CEMTC 5232
PQ480333	Escherichia phage NRG-P0074	Escherichia phage NRG-P0074 Mosigvirus Tevenvirinae Straboviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	168357	FALSE	37.482	DNA	14-NOV-2024	258	83.3333333333333	16.6666666666667	95.0658422281224	NA	0	Escherichia	Mosigvirus	Mosigvirus	Tevenvirinae	Straboviridae	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Unspecified
PQ473534	Pseudomonas phage JB8	Pseudomonas phage JB8 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	47273	FALSE	50.418	DNA	14-NOV-2024	72	36.1111111111111	63.8888888888889	95.0584900471728	NA	0	Pseudomonas	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Pseudomonas sp.
PQ474312	Pseudomonas phage T35	Pseudomonas phage T35 Pbunavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	66785	FALSE	55.728	DNA	14-NOV-2024	94	40.4255319148936	59.5744680851064	92.1224825933967	NA	0	Pseudomonas	Pbunavirus	Pbunavirus	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Pseudomonas aeruginosa
PQ474311	Pseudomonas phage T34	Pseudomonas phage T34 Pbunavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses	66162	FALSE	55.586	DNA	14-NOV-2024	92	58.695652173913	41.304347826087	92.1873583023488	NA	0	Pseudomonas	Pbunavirus	Pbunavirus	Unclassified	Unclassified	Unclassified	Caudoviricetes	Uroviricota	Heunggongvirae	Duplodnaviria	Group I	PHG	Pseudomonas aeruginosa
