Accession	Length	Host	CHERRYScore	Method	Host_NCBI_lineage	Host_GTDB_lineage
PQ432283	39359	genus:Acinetobacter	0.83	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__	-
PQ431420	54114	genus:Erwinia	0.77	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Erwinia;s__	-
PQ431419	52943	genus:Erwinia	0.77	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Erwinia;s__	-
PQ429081	92031	species:Pseudomonas aeruginosa	0.99	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	-
PQ429080	44015	genus:Klebsiella	1.00	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__	-
PQ429079	45476	genus:Escherichia	0.61	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	-
PQ425461	16165	genus:Streptococcus	1.00	AAI-based	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	-
PQ425460	16154	genus:Streptococcus	1.00	AAI-based	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	-
PQ423993	45658	genus:Escherichia	0.61	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	-
PQ421477	41667	genus:Aeromonas	1.00	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas;s__	-
PQ416618	166719	-	-		-	-
PQ411323	40245	genus:Escherichia	0.99	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	-
PQ409239	73653	species:Klebsiella pneumoniae	0.85	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	-
PQ408900	18229	species:Vibrio cincinnatiensis	0.97	CRISPR-based (DB)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio cincinnatiensis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio cincinnatiensis
PQ397350	38103	genus:Pseudomonas	1.00	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__	-
PQ394075	54924	species:Xanthomonadaceae bacterium NML03-0222	0.91	CRISPR-based (DB)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__NAmissing;s__Xanthomonadaceae bacterium NML03-0222	Not found
PQ394074	56415	species:Xanthomonadaceae bacterium NML03-0222	0.91	CRISPR-based (DB)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__NAmissing;s__Xanthomonadaceae bacterium NML03-0222	Not found
PQ390404	38996	genus:Escherichia	0.99	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	-
PQ389505	86777	species:Enterococcus faecalis	0.99	AAI-based	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	-
PQ384582	44482	species:Escherichia albertii	0.97	CRISPR-based (DB)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia albertii	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia albertii
PQ374180	43304	genus:Klebsiella	1.00	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__	-
PQ368759	38630	species:Halomonas ventosae	0.97	CRISPR-based (DB)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas;s__Halomonas ventosae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas ventosae_C
PQ368523	157834	genus:Klebsiella	0.74	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__	-
PQ368522	166124	genus:Klebsiella	0.93	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__	-
PQ362688	56117	species:Mycolicibacterium smegmatis	0.97	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
PQ362687	67820	species:Gordonia rubripertincta	0.97	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia rubripertincta	-
PQ362686	69550	species:Streptomyces sp. NRRL F-5527	1.0	CRISPR-based (DB)	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp. NRRL F-5527	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces pseudogriseolus
PQ362685	68891	species:Streptomyces sp. NRRL F-5527	0.94	CRISPR-based (DB)	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp. NRRL F-5527	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces pseudogriseolus
PQ362684	67237	species:Gordonia rubripertincta	0.97	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia rubripertincta	-
PQ362683	57450	species:Chachezhania antarctica	0.96	CRISPR-based (DB)	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Chachezhania;s__Chachezhania antarctica	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Chachezhania;s__Chachezhania antarctica
PQ362682	53469	species:Pseudomonas stutzeri	1.0	CRISPR-based (DB)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas stutzeri	Not found
PQ362681	41519	species:Microbacterium foliorum	0.99	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum	-
PQ362680	53315	species:Salinisphaera halophila	0.94	CRISPR-based (DB)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Salinisphaeraceae;g__Salinisphaera;s__Salinisphaera halophila	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__Salinisphaeraceae;g__Salinisphaera;s__Salinisphaera halophila
PQ362679	15612	-	-		-	-
PQ362678	38469	species:Arthrobacter globiformis	0.93	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter globiformis	-
PQ362677	38495	species:Microbacterium foliorum	1.00	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum	-
PQ362676	42833	species:Arthrobacter globiformis	0.69	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter globiformis	-
PQ362675	17441	species:Microbacterium foliorum	0.94	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum	-
PQ362674	38343	species:Arthrobacter globiformis	0.93	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter globiformis	-
PQ362673	41901	genus:Mycolicibacterium	0.97	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__	-
PQ362672	47696	genus:Mycolicibacterium	0.75	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__	-
PQ362671	42403	species:Microbacterium foliorum	0.97	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum	-
PQ362670	15675	-	-		-	-
PQ362669	46697	species:Arthrobacter globiformis	0.53	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter globiformis	-
PQ362668	50196	genus:Mycolicibacterium	0.75	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__	-
PQ362667	41595	species:Microbacterium foliorum	0.99	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum	-
PQ362666	41901	genus:Mycolicibacterium	0.97	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__	-
PQ362665	66343	species:Gordonia rubripertincta	0.97	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia rubripertincta	-
PQ362664	41813	species:Microbacterium foliorum	0.99	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum	-
PQ362663	41821	species:Microbacterium foliorum	0.99	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum	-
PQ362662	51840	genus:Mycolicibacterium	0.75	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__	-
PQ362661	51219	species:Pseudomonas stutzeri	0.97	CRISPR-based (DB)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas stutzeri	Not found
PQ362660	133578	genus:Streptomyces	0.53	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__	-
PQ362659	49288	genus:Mycolicibacterium	0.75	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__	-
PQ362658	17385	species:Microbacterium foliorum	0.94	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum	-
PQ362313	44399	genus:Klebsiella	1.00	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__	-
PQ362312	49501	genus:Shigella	0.95	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__	-
PQ361272	29235	species:Cutibacterium acnes	1.00	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	-
PQ359445	39958	genus:Klebsiella	0.89	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__	-
PQ356897	52354	species:Mycolicibacterium smegmatis	0.54	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
PQ351812	168820	species:Escherichia coli	1.00	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	-
PQ351811	168820	species:Escherichia coli	1.00	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	-
PQ351753	34476	species:Klebsiella quasivariicola	1.0	CRISPR-based (DB)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella quasivariicola	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella quasivariicola
PQ351672	41528	genus:Acinetobacter	1.00	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__	-
PQ349265	170541	-	-		-	-
PQ349087	40244	species:Pseudomonas aeruginosa	1.0	CRISPR-based (DB)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa
PQ349086	39536	species:Pseudomonas fluorescens	1.0	CRISPR-based (DB)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas fluorescens	Not found
PQ341120	169320	genus:Escherichia	0.67	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	-
PQ336914	39834	genus:Escherichia	0.99	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	-
PQ336913	39834	genus:Escherichia	0.99	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	-
PQ336912	40094	genus:Escherichia	0.99	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	-
PQ336911	39889	genus:Escherichia	0.99	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	-
PQ336910	40368	genus:Escherichia	0.99	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	-
PQ336909	38099	genus:Escherichia	0.99	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	-
PQ336908	39181	genus:Escherichia	0.99	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	-
PQ336907	39928	genus:Escherichia	0.99	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	-
PQ336906	44975	species:Klebsiella pneumoniae	1.0	CRISPR-based (DB)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae
PQ336905	38546	genus:Escherichia	0.79	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	-
PQ336904	38164	genus:Escherichia	0.79	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	-
PQ336903	37939	genus:Escherichia	0.99	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	-
PQ336902	45880	species:Klebsiella pneumoniae	1.0	CRISPR-based (DB)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae
PQ336901	39761	genus:Escherichia	0.99	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	-
PQ330092	370741	species:Escherichia coli	0.90	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	-
PQ316073	40573	species:Proteobacteria bacterium 228	0.91	CRISPR-based (DB)	d__Bacteria;p__Proteobacteria;c__NAmissing;o__NAmissing;f__NAmissing;g__NAmissing;s__Proteobacteria bacterium 228	Not found
PQ314494	45282	species:Aeromonas veronii	1.0	CRISPR-based (DB)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas veronii	Not found
PQ314493	44679	species:Acinetobacter ursingii	0.93	CRISPR-based (DB)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter ursingii	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter ursingii
PQ314492	45076	species:Salinivibrio kushneri	0.91	CRISPR-based (DB)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Salinivibrio;s__Salinivibrio kushneri	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Salinivibrio;s__Salinivibrio kushneri
PQ314491	69920	-	-		-	-
PQ311674	141193	species:Staphylococcus aureus	0.91	AAI-based	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	-
PQ311673	45065	genus:Klebsiella	1.00	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__	-
PQ310662	72768	genus:Escherichia	0.77	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	-
PQ309151	225638	species:Ralstonia solanacearum	1.00	AAI-based	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia solanacearum	-
PQ308734	46827	genus:Pectobacterium	0.93	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Pectobacterium;s__	-
PQ306550	167101	genus:Klebsiella	0.93	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__	-
PQ306468	40989	genus:Pseudomonas	0.99	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__	-
PQ303785	165614	-	-		-	-
PQ303613	40132	genus:Klebsiella	0.89	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__	-
PQ301181	168157	-	-		-	-
PQ299797	39792	genus:Salmonella	0.93	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__	-
PQ299796	41093	genus:Klebsiella	0.89	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__	-
PQ299153	47420	species:Bacillus pumilus	0.71	AAI-based	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus pumilus	-
PQ295796	44829	genus:Escherichia	1.00	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	-
PQ295795	44712	genus:Escherichia	1.00	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	-
PQ289636	81119	-	-		-	-
PQ289635	60095	-	-		-	-
PQ289634	43284	species:Vibrio parahaemolyticus	1.00	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio parahaemolyticus	-
PQ288046	96114	-	-		-	-
PQ288045	40521	genus:Klebsiella	0.89	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__	-
PQ287842	19122	species:Clostridium perfringens	0.98	AAI-based	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium perfringens	-
PQ287567	42343	genus:Klebsiella	1.00	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__	-
PQ287320	225731	species:Caulobacter vibrioides	0.86	AAI-based	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter vibrioides	-
PQ287319	216313	species:Caulobacter vibrioides	0.86	AAI-based	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter vibrioides	-
PQ287282	45199	species:Pseudomonas fluorescens	1.0	CRISPR-based (DB)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas fluorescens	Not found
PQ287281	45199	species:Pseudomonas fluorescens	1.0	CRISPR-based (DB)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas fluorescens	Not found
PQ287280	36865	species:Pseudomonas aeruginosa	0.73	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	-
PQ287279	45199	species:Pseudomonas fluorescens	1.0	CRISPR-based (DB)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas fluorescens	Not found
PQ285366	43484	genus:Klebsiella	1.00	AAI-based	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__	-
PQ284952	44967	species:Salinivibrio kushneri	0.91	CRISPR-based (DB)	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Salinivibrio;s__Salinivibrio kushneri	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Salinivibrio;s__Salinivibrio kushneri
